/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_17_912.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_17_912.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_17_912.jpg, 0, 0, 0, 2.307957E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_18_024.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_18_024.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_18_024.jpg, 0, 0, 0, 2.428172E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_18_141.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_18_141.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_18_141.jpg, 0, 0, 0, 2.345707E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_18_259.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_18_259.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_18_259.jpg, 0, 0, 0, 2.365987E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_18_363.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_18_363.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_18_363.jpg, 0, 0, 0, 2.384574E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_18_475.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_18_475.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_18_475.jpg, 0, 0, 0, 2.41301E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_18_580.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_18_580.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_18_580.jpg, 0, 0, 0, 2.438745E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_20_493.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_20_493.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_20_493.jpg, 0, 0, 0, 2.218162E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_20_597.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_20_597.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_20_597.jpg, 0, 0, 0, 2.243679E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_20_708.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_20_708.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_20_708.jpg, 0, 0, 0, 2.283993E-05
/Users/sagar/Documents/apps/ML/self_driving/data/IMG/center_2018_10_25_15_42_20_814.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/left_2018_10_25_15_42_20_814.jpg, /Users/sagar/Documents/apps/ML/self_driving/data/IMG/right_2018_10_25_15_42_20_814.jpg, 0, 0, 0, 2.296571E-05
